ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,ball_round38,ball_round39,ball_round40,ball_round41,ball_round42,ball_round43,ball_round44,ball_round45,ball_round46,ball_round47,ball_round48,ball_round49,ball_round50,ball_round51,ball_round52,ball_round53,ball_round54,ball_round55,ball_round56,ball_round57,ball_round58,ball_round59,ball_round60,ball_round61,ball_round62,ball_round63,win_prob,rally
9,00:02:08,3865.0,1,2,WANG Tzu Wei,2,挑球,0,1,2.0,7,819.0,427.0,1.0,9,753.0,654.0,,,Kento MOMOTA,,9,0.6350229096072026,-0.8288674152274732,9,0.3944027371755826,1.1723469381491547,0,1,41,1560,0.7777777777777778,1,True,0,1.0,2,0.0119978720322251,0.0097374338656663,0.0011925747385248,0.0079151913523674,0.0083847912028431,0.0458871573209762,0.1259882003068924,0.4509355127811432,0.3379612565040588,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0968576669692993,4
10,00:02:10,3907.0,1,2,Kento MOMOTA,3,切球,1,0,1.0,10,753.0,654.0,2.0,5,433.0,432.0,對手落地致勝,落地致勝,Kento MOMOTA,,10,0.921715826248482,1.6148112131107528,9,0.050799441517637,-1.0103244266802107,0,1,41,1560,1.0,0,True,0,1.0,2,0.0134048424661159,0.0108793266117572,0.0013324259780347,0.0088433921337127,0.0093680620193481,0.0512682683765888,0.1407626420259475,0.5038159489631653,0.1290473192930221,0.1312777996063232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.283698171377182,4
1,00:03:34,6417.0,2,4,WANG Tzu Wei,1,發短球,0,1,2.0,8,,,2.0,7,774.0,518.0,,,Kento MOMOTA,,9,-0.1029315911122672,-0.8506130436160785,9,0.6731750023584717,0.8117875427661362,0,1,41,1563,0.0,1,True,0,2.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7201346755027771,7
2,00:03:34,6443.0,2,4,Kento MOMOTA,2,推撲球,0,1,2.0,8,774.0,518.0,1.0,4,798.0,378.0,,,Kento MOMOTA,,9,0.7114517930240708,0.8677332071274542,9,0.0081298360397124,-0.8058567971528099,0,1,41,1563,0.0,0,True,0,2.0,-1,0.9080270528793336,0.09197299182415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7836061716079712,7
3,00:03:36,6481.0,2,4,WANG Tzu Wei,2,切球,0,1,1.0,5,798.0,378.0,2.0,7,738.0,536.0,,,Kento MOMOTA,,7,0.9642857782030104,-1.3399497600590402,9,0.6655129185340724,1.0048158134750835,0,1,41,1563,0.2,1,True,0,2.0,-1,0.5887717604637146,0.0956454575061798,0.3155827522277832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7257314324378967,7
4,00:03:36,6502.0,2,4,Kento MOMOTA,2,網前球,0,1,2.0,8,738.0,536.0,2.0,2,779.0,452.0,,,Kento MOMOTA,,9,0.7950644816648391,1.0298053775637246,9,0.5765279731295995,-1.2489170300512498,0,1,41,1563,0.2,0,True,0,2.0,-1,0.6714776754379272,0.1090809553861618,0.1413956731557846,0.0780457183718681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7719929814338684,7
5,00:03:37,6530.0,2,4,WANG Tzu Wei,2,推撲球,0,1,2.0,3,779.0,452.0,1.0,8,466.0,628.0,,,Kento MOMOTA,,9,0.7989118710288009,-0.5500053863800272,9,0.5351936457096064,1.0152776415382905,0,1,41,1563,0.3,1,True,0,2.0,-1,0.4133698344230652,0.0671515613794326,0.0870449021458625,0.0898273587226867,0.3426063954830169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7758546471595764,7
6,00:03:39,6564.0,2,4,Kento MOMOTA,2,平球,0,0,1.0,9,466.0,628.0,2.0,5,501.0,421.0,,,Kento MOMOTA,,9,-0.0076180596963189,1.2681571503193385,9,-0.1187816976306019,-0.9443424848557668,0,1,41,1563,0.5,0,True,0,2.0,-1,0.1145486459136009,0.0186083260923624,0.0241209585219621,0.0248920023441314,0.0647965967655181,0.753033459186554,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7560533285140991,7
7,00:03:39,6584.0,2,4,WANG Tzu Wei,2,接殺防守,0,0,2.0,6,501.0,421.0,2.0,2,397.0,513.0,,,Kento MOMOTA,,9,-0.7081472572301064,-0.9055393297738732,9,-0.0166308452309795,1.1857179976997827,0,1,41,1563,0.5,1,True,0,2.0,-1,0.018926890566945,0.003074656939134,0.00398550927639,0.0041129095479846,0.0107063520699739,0.1526222825050354,0.8065714240074158,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1925422102212906,7
8,00:03:40,6611.0,2,4,Kento MOMOTA,2,網前球,0,0,2.0,3,397.0,513.0,2.0,1,444.0,459.0,,,Kento MOMOTA,,9,-0.5010835987557865,1.0278510701019197,9,-0.4683423172332971,-1.0039413068130063,0,1,41,1563,0.6,0,True,0,2.0,-1,0.0421216934919357,0.0068426318466663,0.0088697299361228,0.0091532580554485,0.0238269306719303,0.3396600484848022,0.380496621131897,0.1890290826559066,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5342163443565369,7
9,00:03:41,6641.0,2,4,WANG Tzu Wei,2,挑球,0,0,2.0,2,444.0,459.0,1.0,4,343.0,634.0,,,Kento MOMOTA,,2,-0.8879974952941405,-0.4727993070857209,9,-0.3071592717341,1.0166181948184327,0,1,41,1563,0.7,1,True,0,2.0,-1,0.0213964395225048,0.0034758325200527,0.0045055318623781,0.0046495548449456,0.0121032977476716,0.1725361496210098,0.1932798027992248,0.0804982781410217,0.5075551271438599,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0931692123413086,7
10,00:03:42,6675.0,2,4,Kento MOMOTA,2,殺球,0,0,1.0,5,343.0,634.0,2.0,5,461.0,400.0,,,Kento MOMOTA,,7,-0.88457442367012,1.4901107092814552,9,-0.4719685646000065,-0.9241896194777124,0,1,41,1563,0.8,0,True,0,2.0,-1,0.0277089886367321,0.0045013008639216,0.0058347899466753,0.0060213035903871,0.0156741105020046,0.2234391570091247,0.2503027617931366,0.1042475253343582,0.3053570687770843,0.0569130070507526,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30916428565979,7
11,00:03:43,6690.0,2,4,WANG Tzu Wei,2,接殺防守,0,0,2.0,6,461.0,400.0,1.0,2,406.0,525.0,,,Kento MOMOTA,,9,-0.7555396321130006,-1.0982351762090248,9,-0.7507145228899694,1.277158720080833,0,1,41,1563,0.9,1,True,0,2.0,-1,0.0107916807755827,0.001753099146299,0.0022724466398358,0.0023450870066881,0.0061045177280902,0.0870217308402061,0.0974841713905334,0.040600761771202,0.118925891816616,0.0248389095067977,0.6078616976737976,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1206080093979835,7
12,00:03:44,6715.0,2,4,Kento MOMOTA,3,推撲球,0,0,1.0,3,406.0,525.0,2.0,9,765.0,382.0,對手落地致勝,落地致勝,Kento MOMOTA,,9,-0.6249996216677822,0.8746366958209855,9,-0.6299626023145604,-1.1496105597275477,0,1,41,1563,1.0,0,True,0,2.0,-1,0.0147451572120189,0.0023953376803547,0.0031049454119056,0.0032041973900049,0.0083408756181597,0.1189016848802566,0.1331969797611236,0.0554746352136135,0.1624937653541565,0.0339385159313678,0.4073511362075805,0.0568527691066265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2781397700309753,7
1,00:04:04,7335.0,3,4,Kento MOMOTA,1,發短球,0,1,2.0,8,,,2.0,7,712.0,445.0,,,WANG Tzu Wei,,9,-0.0553569147672305,0.9324101176909424,9,0.5770274723277792,-1.098155792549209,0,1,41,1564,0.0,0,True,1,1.0,-2,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8792353868484497,8
2,00:04:05,7361.0,3,4,WANG Tzu Wei,2,推撲球,0,1,2.0,8,712.0,445.0,1.0,4,374.0,637.0,,,WANG Tzu Wei,,9,0.5298671413315583,-0.6331590571257367,9,0.1513327078568515,1.037615038078761,0,1,41,1564,0.3333333333333333,1,True,1,1.0,-2,0.6300168633460999,0.3699831664562225,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8166688680648804,8
3,00:04:06,7396.0,3,4,Kento MOMOTA,2,切球,0,0,1.0,5,374.0,637.0,2.0,5,457.0,427.0,,,WANG Tzu Wei,,9,-0.1900859929631625,1.3027182539031508,9,-0.3405943819468093,-1.037853588288801,0,1,41,1564,0.6666666666666666,0,True,1,1.0,-2,0.3100277185440063,0.0585722513496875,0.6314000487327576,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7502438426017761,8
4,00:04:07,7421.0,3,4,WANG Tzu Wei,3,推撲球,0,0,2.0,6,457.0,427.0,2.0,3,918.0,659.0,對手落地判斷失誤,落地判斷失誤,WANG Tzu Wei,,6,-0.911478867622842,-0.8717357698442602,9,-0.2446355474241483,1.1800926307921873,0,1,41,1564,1.0,1,True,1,1.0,-2,0.1553362011909485,0.029347026720643,0.3834209442138672,0.4318958222866058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7708403468132019,8
1,00:04:25,7971.0,3,5,WANG Tzu Wei,1,發短球,0,1,2.0,8,,,2.0,7,589.0,519.0,,,Kento MOMOTA,,9,0.0966876693641476,-0.8685620363894575,9,-0.4484386249117383,0.8631354586212824,0,1,41,1565,0.0,1,True,0,2.0,1,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6689134836196899,9
2,00:04:26,7997.0,3,5,Kento MOMOTA,2,網前球,0,1,2.0,8,589.0,519.0,2.0,7,763.0,464.0,,,Kento MOMOTA,,9,-0.4640081121057566,0.8065649038136584,9,-0.05541437353489,-0.882252863570607,0,1,41,1565,0.2,0,True,0,2.0,1,0.7572288513183594,0.242771103978157,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.816874086856842,9
3,00:04:27,8020.0,3,5,WANG Tzu Wei,2,網前球,0,1,2.0,8,763.0,464.0,2.0,7,756.0,491.0,,,Kento MOMOTA,,8,0.6263708510860267,-0.3537249766371608,9,0.0783260693847844,0.8847215469082723,0,1,41,1565,0.4,1,True,0,2.0,1,0.3918864727020263,0.3630840480327606,0.2450295090675354,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2159047424793243,9
4,00:04:28,8046.0,3,5,Kento MOMOTA,2,挑球,0,1,2.0,8,756.0,491.0,1.0,9,726.0,377.0,,,Kento MOMOTA,,9,0.3259674437460223,0.7097805553692353,9,0.4337903856087284,-0.5741241359212271,0,1,41,1565,0.6,0,True,0,2.0,1,0.4145393371582031,0.3840720057487488,0.0740888863801956,0.1272998452186584,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2767141759395599,9
5,00:04:30,8106.0,3,5,WANG Tzu Wei,3,殺球,1,0,1.0,10,726.0,377.0,2.0,10,316.0,573.0,出界,對手出界,Kento MOMOTA,,10,0.5755309013955175,-1.549857990630618,9,0.4333907623906902,1.0605138780630987,0,1,41,1565,1.0,1,True,0,2.0,1,0.2801897823810577,0.2595967352390289,0.0500771515071392,0.0810433998703956,0.3290929198265075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3798239529132843,9
1,00:04:50,8694.0,4,5,Kento MOMOTA,1,發短球,0,1,2.0,8,,,2.0,7,576.0,442.0,,,Kento MOMOTA,,9,0.2035753670261439,0.9292665611569244,9,-0.5214134391013111,-1.068237731297043,0,1,41,1566,0.0,0,True,0,1.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8657952547073364,10
2,00:04:50,8718.0,4,5,WANG Tzu Wei,2,推撲球,0,0,2.0,8,576.0,442.0,1.0,6,414.0,622.0,,,Kento MOMOTA,,9,-0.3541017609582093,-0.6810778302613132,9,0.2356554508243041,1.00112433189632,0,1,41,1566,0.0,1,True,0,1.0,-1,0.4950563013553619,0.5049436688423157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8793545365333557,10
3,00:04:51,8745.0,4,5,Kento MOMOTA,2,切球,0,0,1.0,7,414.0,622.0,2.0,5,514.0,429.0,,,Kento MOMOTA,,9,-0.0299805096075531,1.1606383057773246,9,-0.3955480576433152,-0.8936957859435687,0,1,41,1566,0.125,0,True,0,1.0,-1,0.2771433293819427,0.13071870803833,0.5921379923820496,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8385944366455078,10
4,00:04:52,8771.0,4,5,WANG Tzu Wei,2,網前球,0,0,2.0,6,514.0,429.0,2.0,7,662.0,508.0,,,Kento MOMOTA,,9,-0.5380209770899977,-0.7838999599997797,9,0.0338157898579386,1.1087024583276517,0,1,41,1566,0.25,1,True,0,1.0,-1,0.0612444877624511,0.0288868602365255,0.1483225971460342,0.7615460753440857,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0818582326173782,10
5,00:04:53,8798.0,4,5,Kento MOMOTA,2,推撲球,0,1,2.0,8,662.0,508.0,1.0,3,498.0,377.0,,,Kento MOMOTA,,9,-0.1580396700137637,0.9061034794252242,9,-0.108640082888621,-0.9129060136130612,0,1,41,1566,0.375,0,True,0,1.0,-1,0.0384698435664176,0.018144866451621,0.0931667014956474,0.4079026877880096,0.4423158764839172,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2475541681051254,10
6,00:04:54,8835.0,4,5,WANG Tzu Wei,2,長球,0,0,1.0,4,498.0,377.0,1.0,4,298.0,648.0,,,Kento MOMOTA,,4,-0.9032697885448032,-1.550010797762864,9,0.0501690599225713,0.9402570251412272,0,1,41,1566,0.5,1,True,0,1.0,-1,0.0026076128706336,0.0012299191439524,0.0063151465728878,0.0276489909738302,0.0240854937583208,0.9381128549575806,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797542184591293,10
7,00:04:56,8874.0,4,5,Kento MOMOTA,2,切球,0,0,1.0,5,298.0,648.0,2.0,5,436.0,428.0,,,Kento MOMOTA,,7,-0.8734945923528395,1.3824302615361272,9,-0.3552778363340619,-1.037673009594542,0,1,41,1566,0.75,0,True,0,1.0,-1,0.0063981683924794,0.0030177906155586,0.0154951568692922,0.0678409337997436,0.0590973645448684,0.4617173373699188,0.3864332139492035,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5460511445999146,10
8,00:04:56,8897.0,4,5,WANG Tzu Wei,2,推撲球,0,0,2.0,6,436.0,428.0,1.0,9,750.0,650.0,,,Kento MOMOTA,,6,-0.9533624359071888,-0.7940504079804033,9,-0.6242207850353276,1.2837490549917152,0,1,41,1566,0.75,1,True,0,1.0,-1,0.0049220942892134,0.0023215785622596,0.0119203841313719,0.0521898604929447,0.0454634502530097,0.3551979660987854,0.3489322662353515,0.1790524274110794,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6678711771965027,10
9,00:04:58,8932.0,4,5,Kento MOMOTA,3,切球,1,0,1.0,10,750.0,650.0,2.0,5,478.0,431.0,對手落地致勝,落地致勝,Kento MOMOTA,,4,1.0169683559620546,1.5777750793509988,9,-0.1904971533829395,-1.0073575586468928,0,1,41,1566,1.0,0,True,0,1.0,-1,0.004373971838504,0.0020630483049899,0.0105929346755146,0.0463780127465724,0.0404006578028202,0.3156432509422302,0.3100752830505371,0.1123385205864906,0.1581343114376068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6240094900131226,10
1,00:05:53,10586.0,6,5,Kento MOMOTA,1,發短球,0,1,2.0,8,,,2.0,7,587.0,448.0,,,WANG Tzu Wei,,9,0.1968129795004452,0.9110076992474744,9,-0.5435288139449551,-1.0679656964486473,0,1,41,1568,0.0,0,True,1,-1.0,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8864814043045044,12
2,00:05:54,10612.0,6,5,WANG Tzu Wei,2,挑球,0,0,2.0,8,587.0,448.0,1.0,6,411.0,631.0,,,WANG Tzu Wei,,9,-0.3694103338478208,-0.6367336866022489,9,0.2416483568107479,1.0099589760384244,0,1,41,1568,0.1666666666666666,1,True,1,-1.0,-2,0.2249564677476883,0.7750435471534729,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3630439937114715,12
3,00:05:55,10647.0,6,5,Kento MOMOTA,2,切球,0,0,1.0,7,411.0,631.0,2.0,6,801.0,435.0,,,WANG Tzu Wei,,9,-0.350927070477386,1.360388264810079,9,-0.2709272848401821,-1.006368628048704,0,1,41,1568,0.3333333333333333,0,True,1,-1.0,-2,0.3294468224048614,0.3201145529747009,0.3504385650157928,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8259780406951904,12
4,00:05:56,10673.0,6,5,WANG Tzu Wei,2,推撲球,0,1,2.0,7,801.0,435.0,1.0,5,903.0,627.0,,,WANG Tzu Wei,,9,0.7673658455338129,-0.6800600829894211,9,0.0456393054988943,1.331842841057379,0,1,41,1568,0.5,1,True,1,-1.0,-2,0.1311599314212799,0.1274445503950119,0.2624297142028808,0.4789657890796661,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6289404630661011,12
5,00:05:57,10702.0,6,5,Kento MOMOTA,2,切球,0,1,1.0,6,903.0,627.0,2.0,8,549.0,434.0,,,WANG Tzu Wei,,9,0.7037983777621638,1.2918924102143592,9,0.1306892500228456,-0.9001614777611083,0,1,41,1568,0.6666666666666666,0,True,1,-1.0,-2,0.0209177527576684,0.0203252118080854,0.0418530255556106,0.0322340168058872,0.8846699595451355,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9515311121940612,12
6,00:05:57,10724.0,6,5,WANG Tzu Wei,2,推撲球,0,0,2.0,9,549.0,434.0,1.0,6,424.0,621.0,,,WANG Tzu Wei,,9,-0.337862093145698,-0.6079689045809206,9,0.8529313992186675,1.30612310884689,0,1,41,1568,0.6666666666666666,1,True,1,-1.0,-2,0.0091338185593485,0.0088750831782817,0.018275287002325,0.0140751078724861,0.4653243124485016,0.4843164086341858,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9626703262329102,12
7,00:05:58,10753.0,6,5,Kento MOMOTA,2,長球,0,0,1.0,7,424.0,621.0,1.0,3,506.0,382.0,,,WANG Tzu Wei,,9,-0.0332461319126532,1.3168544798974438,9,-0.2819293969766366,-0.9741551788147094,0,1,41,1568,0.8333333333333334,0,True,1,-1.0,-2,0.0078057637438178,0.0075846491381525,0.0156180653721094,0.0120285917073488,0.397666335105896,0.1968092620372772,0.3624873459339142,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9645899534225464,12
8,00:05:59,10781.0,6,5,WANG Tzu Wei,3,殺球,0,0,1.0,4,506.0,382.0,2.0,5,897.0,626.0,對手落地致勝,落地致勝,WANG Tzu Wei,,9,-0.5011598097759279,-1.3569093071399916,9,-0.0615187668757721,1.2524930363068811,0,1,41,1568,1.0,1,True,1,-1.0,-2,0.0055509866215288,0.0053937430493533,0.0111066224053502,0.0085540059953928,0.2827962040901184,0.1399588286876678,0.2409812211990356,0.3056584000587463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.928397297859192,12
1,00:06:19,11382.0,6,6,WANG Tzu Wei,1,發短球,0,1,2.0,8,,,2.0,7,746.0,514.0,,,Kento MOMOTA,,9,-0.1100970028128327,-0.8505250314495374,9,0.6621324253150054,0.792881275704629,0,1,41,1569,0.0,1,True,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6842470765113831,13
2,00:06:20,11405.0,6,6,Kento MOMOTA,2,推撲球,0,1,2.0,8,746.0,514.0,1.0,3,513.0,377.0,,,Kento MOMOTA,,9,0.7225741625087105,0.8675981272825251,9,-0.0639516216252228,-0.8977699941607623,0,1,41,1569,0.0555555555555555,0,True,0,0.0,1,0.9080267548561096,0.0919732749462127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7530655860900879,13
3,00:06:21,11439.0,6,6,WANG Tzu Wei,2,切球,0,0,1.0,4,513.0,377.0,2.0,7,730.0,534.0,,,Kento MOMOTA,,10,-0.7971321462361988,-1.4782053058644833,9,0.1553725563054177,0.9480799531169144,0,1,41,1569,0.1111111111111111,1,True,0,0.0,1,0.572632372379303,0.061449397355318,0.3659182488918304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5866054892539978,13
4,00:06:22,11461.0,6,6,Kento MOMOTA,2,網前球,0,1,2.0,8,730.0,534.0,2.0,1,481.0,455.0,,,Kento MOMOTA,,9,0.2138865122932017,1.0013884911685118,9,-0.4736374665794409,-1.3222331761153308,0,1,41,1569,0.1666666666666666,0,True,0,0.0,1,0.6965126991271973,0.0747430399060249,0.1627920567989349,0.0659522265195846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7751505970954895,13
5,00:06:23,11489.0,6,6,WANG Tzu Wei,2,推撲球,0,0,2.0,2,481.0,455.0,1.0,3,806.0,648.0,,,Kento MOMOTA,,8,-0.6988130779800319,-0.4471755740672633,9,0.0832744707629524,1.0029734275116873,0,1,41,1569,0.2222222222222222,1,True,0,0.0,1,0.4787752032279968,0.0513775497674942,0.1119014844298362,0.0441794991493225,0.313766211271286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7978177666664124,13
6,00:06:24,11526.0,6,6,Kento MOMOTA,2,切球,0,1,1.0,4,806.0,648.0,2.0,6,837.0,428.0,,,Kento MOMOTA,,9,0.3274104562371895,1.4145103530300271,9,-0.0513566595233006,-0.6700156325613387,0,1,41,1569,0.2777777777777778,0,True,0,0.0,1,0.2366069257259369,0.0253903772681951,0.0553008280694484,0.0218331571668386,0.0480440594255924,0.6128246784210205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9453843832015992,13
7,00:06:25,11545.0,6,6,WANG Tzu Wei,2,網前球,0,1,2.0,7,837.0,428.0,2.0,1,816.0,512.0,,,Kento MOMOTA,,9,0.7957347548399665,-0.6951858911661057,9,0.6910561616762031,1.4407516591506362,0,1,41,1569,0.3333333333333333,1,True,0,0.0,1,0.0257594175636768,0.0027642529457807,0.0060206060297787,0.00237697805278,0.0052305618301033,0.1294777691364288,0.8283705115318298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226858302950859,13
8,00:06:26,11571.0,6,6,Kento MOMOTA,2,網前球,0,1,2.0,2,816.0,512.0,2.0,2,823.0,461.0,,,Kento MOMOTA,,6,0.9600587490715476,0.9833988842435648,9,0.4779966521155709,-0.8269390609305299,0,1,41,1569,0.3888888888888889,0,True,0,0.0,1,0.0420595854520797,0.0045134299434721,0.0098303537815809,0.0038810933474451,0.0085403807461261,0.2114093154668808,0.2142451405525207,0.5055206418037415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8914080858230591,13
